parameter_name,Periphery distance travelled
pvalue,0.3435263
analysis_id,1ch7q3sm3ai7u77
gene_accession_id,MGI:108072
mouse_life_stage,Early adult
gene_symbol,Traf6
parameter_id,ESLIM_007_001_006
mouse_strain,C57BL
