parameter_id,ESLIM_011_001_705
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
mouse_strain,C57BL
analysis_id,67z651s5343hwd7
pvalue,0.3528286
parameter_name,Global prepulse inhibition
gene_symbol,Bach2
