gene_symbol,Bcs1l
analysis_id,7t4c88btqh75oxr
gene_accession_id,MGI:1914071
parameter_id,IMPC_CSD_028_001
mouse_life_stage,Early adult
parameter_name,Snout size
mouse_strain,C57BL
pvalue,0.3189401
