parameter_id,IMPC_ACS_035_001
analysis_id,3ma2orut20u7k7c
parameter_name,% Pre-pulse inhibition - PPI3
mouse_life_stage,Early adult
gene_symbol,Trp53rkb
gene_accession_id,MGI:1914050
pvalue,0.4457611
mouse_strain,C57BL
