gene_symbol,Ubxn11
parameter_id,IMPC_CBC_013_001
mouse_life_stage,Early adult
parameter_name,Alanine aminotransferase
gene_accession_id,MGI:1914836
pvalue,0.1512281
mouse_strain,C57BL
analysis_id,6c2k35033cmi7d1
