parameter_id,IMPC_CBC_012_001
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_strain,129SV
pvalue,0.1637378
analysis_id,k7yc0zo6p2817zd
parameter_name,Aspartate aminotransferase
mouse_life_stage,Early adult
