mouse_life_stage,E12.5
gene_accession_id,MGI:95457
mouse_strain,C57BL
analysis_id,e0ft18465yjp59l
gene_symbol,Mecom
parameter_id,MGP_PBI_034_001
pvalue,0.9210428
parameter_name,B cell number
