parameter_name,Lean/Body weight
gene_symbol,Orc2
pvalue,0.1194312
mouse_strain,C57BL
parameter_id,ESLIM_005_001_702
mouse_life_stage,E9.5
gene_accession_id,MGI:1328306
analysis_id,as47o8ngh0hrgg4
