parameter_id,HRWLLA_OFD_017_001
analysis_id,8mwq51s3f1rp9qg
pvalue,0.7400298
gene_accession_id,MGI:109384
mouse_strain,C57BL
gene_symbol,Atf3
mouse_life_stage,Early adult
parameter_name,Center average speed
