parameter_name,Body weight
gene_symbol,Ntmt2
parameter_id,M-G-P_009_001_003
mouse_strain,C57BL
analysis_id,mn6re66n2039976
mouse_life_stage,Early adult
pvalue,0.7618672
gene_accession_id,MGI:2685053
