gene_symbol,Ola1
mouse_strain,C57BL
parameter_id,HRWLLA_CSD_008_001
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
parameter_name,Coat - color pattern - back
analysis_id,09o9b6y4l6b84kk
pvalue,0.2863468
