mouse_life_stage,Middle aged adult
pvalue,0.8482981
parameter_name,Time mobile dark side
gene_accession_id,MGI:2446186
parameter_id,JAX_LDT_005_001
analysis_id,ftpt31gc58g8nwv
gene_symbol,Lpgat1
mouse_strain,C57BL
