mouse_life_stage,Early adult
analysis_id,9rk0302607cia9e
pvalue,0.7850218
gene_accession_id,MGI:88071
parameter_id,IMPC_HEM_029_001
parameter_name,Neutrophil differential count
mouse_strain,C57BL
gene_symbol,Arnt
