parameter_id,MGP_BMI_006_001
pvalue,0.9124525
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
gene_symbol,Slc2a8
mouse_strain,C57BL
analysis_id,392lxcyc55ydzgo
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
