gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.4634815
parameter_name,Right total retinal thickness
analysis_id,ryvl1z9j3wa5lc3
mouse_life_stage,E9.5
parameter_id,IMPC_EYE_062_001
gene_accession_id,MGI:87968
