gene_symbol,Ola1
analysis_id,yq2fo0v445z9idq
gene_accession_id,MGI:1914309
parameter_id,ESLIM_011_001_702
pvalue,0.7469895
parameter_name,Prepulse inhibition - PP2
mouse_life_stage,E18.5
mouse_strain,C57BL
