gene_symbol,Snrpb2
mouse_life_stage,Early adult
pvalue,0.05795205
analysis_id,htkh8zm26063zo6
gene_accession_id,MGI:104805
parameter_name,Basophil cell count
parameter_id,IMPC_HEM_037_001
mouse_strain,C57BL
