parameter_id,IMPC_ACS_036_001
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI4
gene_accession_id,MGI:1933159
pvalue,0.07830473
mouse_life_stage,Early adult
gene_symbol,Rnf114
analysis_id,g45ij1e77r92w58
