gene_symbol,Mov10
mouse_life_stage,Early adult
analysis_id,k988y7yu0dlyd81
gene_accession_id,MGI:97054
parameter_id,JAX_OFD_022_001
pvalue,0.3512269
parameter_name,Percentage center time
mouse_strain,C57BL
