parameter_id,JAXLA_CSD_007_001
gene_symbol,Dmap1
mouse_strain,C57BL
analysis_id,5lah9h7uov2o82c
mouse_life_stage,E9.5
pvalue,0.5830169
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:1913483
