mouse_life_stage,Early adult
parameter_id,MGP_IMM_017_001
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
gene_accession_id,MGI:2685266
pvalue,0.8368884
analysis_id,xu78k35732f0779
mouse_strain,C57BL
gene_symbol,Pglyrp3
