parameter_id,IMPC_XRY_001_001
mouse_strain,C57BL
gene_accession_id,MGI:1274787
parameter_name,Skull shape
mouse_life_stage,Early adult
analysis_id,v4514rh9655272d
gene_symbol,Trdmt1
pvalue,0.9649898
