parameter_id,IMPC_IMM_032_001
parameter_name,CD8 CD44+CD62L- T cells
gene_symbol,Bcs1l
mouse_strain,C57BL
pvalue,0.1299984
analysis_id,sbnltp1mh1fy4s6
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
