gene_symbol,Jun
parameter_name,Total CD8+ T cells - % of ab T cells
gene_accession_id,MGI:96646
analysis_id,uhuu38y6n2236v1
parameter_id,MGP_IMM_013_001
mouse_strain,C57BL
pvalue,0.4590419
mouse_life_stage,E9.5
