gene_symbol,Mms22l
parameter_id,MGP_CSD_066_001
mouse_strain,129SV
parameter_name,Snout morphology
pvalue,0.7562011
mouse_life_stage,Early adult
analysis_id,18mb8n7gx9hqx17
gene_accession_id,MGI:2684980
