gene_symbol,Trpa1
mouse_life_stage,Early adult
parameter_name,CD8 CD44+CD62L- T cells
pvalue,0.1327294
gene_accession_id,MGI:3522699
parameter_id,IMPC_IMM_032_001
analysis_id,8m522165t312j70
mouse_strain,C57BL
