gene_symbol,Ints7
gene_accession_id,MGI:1924315
pvalue,0.3595591
mouse_life_stage,Early adult
analysis_id,d1al841956d7n71
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
parameter_id,IMPC_FEA_106_001
mouse_strain,C57BL
