mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
pvalue,0.9383683
parameter_name,Pale yolk sac
parameter_id,IMPC_GEL_017_002
gene_symbol,Frmpd1
analysis_id,a4js4492075qca3
mouse_strain,C57BL
