gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.05249341
mouse_life_stage,E9.5
analysis_id,d699889uvf85643
gene_accession_id,MGI:87968
parameter_id,IMPC_EYE_059_001
parameter_name,Mean right eye lens density
