mouse_life_stage,Early adult
parameter_name,Ulna
gene_accession_id,MGI:107414
pvalue,0.671743
mouse_strain,C57BL
gene_symbol,Tnfsf10
analysis_id,5imebiaj2831lay
parameter_id,IMPC_XRY_023_001
