mouse_life_stage,Middle aged adult
parameter_id,JAXLA_DXA_003_001
analysis_id,04p44h69n480ol4
gene_accession_id,MGI:109128
mouse_strain,C57BL
pvalue,0.6232315
parameter_name,Lean mass
gene_symbol,Hnf4a
