gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.607379
parameter_id,MGP_IMM_017_001
gene_accession_id,MGI:88174
analysis_id,4kv9kwj6m119su1
mouse_life_stage,E15.5
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
