parameter_id,IMPC_EYE_008_001
mouse_strain,C57BL
gene_accession_id,MGI:1913284
gene_symbol,Psmd14
mouse_life_stage,Early adult
analysis_id,5v9x8r2auufm9s3
parameter_name,Corneal opacity
pvalue,0.4184723
