mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Urea (Blood Urea Nitrogen - BUN)
gene_accession_id,MGI:2684980
pvalue,0.622939
analysis_id,45329z8rj738rbw
gene_symbol,Mms22l
parameter_id,IMPC_CBC_004_001
