mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
parameter_name,Global prepulse inhibition
pvalue,0.9113318
analysis_id,p5l0j12vx1i50r7
parameter_id,ESLIM_011_001_705
gene_symbol,Slc30a4
mouse_strain,C57BL
