parameter_id,IMPC_OFD_022_001
pvalue,0.08844422
analysis_id,uiv945j400m591b
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_name,Percentage center time
