mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
mouse_strain,C57BL
analysis_id,bv02l1sum7o4kzm
pvalue,0.3908914
parameter_id,JAXLA_GRS_011_001
gene_symbol,Wars2
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
