gene_symbol,AU040320
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Others
gene_accession_id,MGI:2140475
parameter_id,IMPC_IMM_006_001
analysis_id,iv60e035252d7z3
pvalue,0.5575549
