parameter_id,IMPC_FEA_003_001
analysis_id,fvfcyej27251cwm
mouse_strain,C57BL
gene_symbol,Psmd14
pvalue,0.1801895
parameter_name,Conditioning Baseline % Freezing Time
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
