gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_id,MGP_MLN_013_001
analysis_id,cq3ok3ry07v16il
mouse_life_stage,Late adult
pvalue,0.4263964
gene_accession_id,MGI:1917604
parameter_name,Effector CD8+ T cells - % of CD8+
