parameter_id,HMGULA_CBC_017_001
gene_accession_id,MGI:88174
pvalue,0.9323122
analysis_id,h0p7n2g2rli43yh
parameter_name,Triglycerides
gene_symbol,Bmi1
mouse_life_stage,E15.5
mouse_strain,C57BL
