gene_symbol,AU040320
pvalue,0.2715752
parameter_id,IMPC_IMM_065_001
parameter_name,B2B Cells
mouse_strain,C57BL
analysis_id,i71gh651hf0v3oj
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
