mouse_life_stage,Late adult
gene_symbol,Snap23
parameter_id,MGP_IMM_007_001
pvalue,0.09115696
analysis_id,px0e18702903d96
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:109356
mouse_strain,C57BL
