mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.1705832
parameter_name,Limb morphology
gene_accession_id,MGI:98446
analysis_id,533d454v063kh23
gene_symbol,Med22
parameter_id,IMPC_GEP_084_001
