gene_symbol,Rab17
parameter_name,Heart weight
parameter_id,HMGULA_HWT_008_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,4l0bv9730u9wutk
pvalue,0.2176171
gene_accession_id,MGI:104640
