gene_symbol,Snap23
parameter_id,IMPC_ABR_006_001
mouse_strain,C57BL
parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,Late adult
pvalue,0.488279
analysis_id,83907lfxv63az6s
gene_accession_id,MGI:109356
