gene_symbol,Wars2
mouse_life_stage,Early adult
pvalue,0.5416718
analysis_id,eal5601xo47937e
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Creatinine
parameter_id,JAX_URI_002_001
