gene_symbol,Ola1
mouse_life_stage,Early adult
parameter_name,Glucose
gene_accession_id,MGI:1914309
pvalue,0.2981481
parameter_id,IMPC_CBC_018_001
analysis_id,lfby1339yz379y3
mouse_strain,C57BL
