gene_symbol,Ivd
pvalue,0.1298538
gene_accession_id,MGI:1929242
analysis_id,46r61yqb66i0ekf
parameter_name,Naive CD8+ T cells - % of CD45+
parameter_id,MGP_MLN_076_001
mouse_strain,C57BL
mouse_life_stage,Early adult
