gene_symbol,Cds2
analysis_id,8718g71xu41cy69
parameter_id,IMPC_GEO_009_002
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
pvalue,0.9416785
mouse_strain,C57BL
parameter_name,Hemorrhage
