parameter_id,IMPC_GEL_057_001
Gene_accession_id,MGI:2674093
Parameter_name,Heart looping
Mouse_strain,C57BL
gene_symbol,Psd4
Pvalue,0.5808722
Analysis_id,cm2uq2p3684996o
Mouse_life_stage,Early adult
