parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8238119
analysis_id,4u00k2u4dz249wn
parameter_id,IMPC_OFD_020_001
gene_symbol,Snrpb2
gene_accession_id,MGI:104805
