gene_symbol,Mgst2
parameter_name,Mean right eye lens density
mouse_life_stage,Early adult
gene_accession_id,MGI:2448481
analysis_id,89v902u0ewbr53q
parameter_id,IMPC_EYE_059_001
mouse_strain,C57BL
pvalue,0.737642
