gene_symbol,Frmpd1
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.8625737
parameter_id,MGP_MLN_093_001
analysis_id,3s4x07fie3o8n92
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
