parameter_name,Prepulse inhibition - PP4
analysis_id,668j0i11iqf16f8
pvalue,0.4657063
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_704
gene_accession_id,MGI:1914672
gene_symbol,Dhdds
mouse_strain,C57BL
