gene_symbol,Zyg11b
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_004
pvalue,0.8136442
gene_accession_id,MGI:2685277
analysis_id,iq4824ts3tq1x6w
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
