parameter_name,Alkaline phosphatase
mouse_strain,C57BL
parameter_id,IMPC_CBC_014_001
pvalue,0.4040676
gene_accession_id,MGI:1914061
gene_symbol,Duoxa2
mouse_life_stage,Early adult
analysis_id,70535mb1bwek504
