parameter_id,MGP_MLN_001_001
mouse_life_stage,Early adult
gene_symbol,Kdm4c
analysis_id,80gm47n0rcrfq57
pvalue,0.5139076
parameter_name,Total T cells - % of CD45+
gene_accession_id,MGI:1924054
mouse_strain,C57BL
