gene_symbol,Zcchc2
mouse_strain,C57BL
pvalue,0.1600857
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_id,HRWLLA_OFD_013_001
parameter_name,Periphery average speed
analysis_id,5e1ehk8fv7tpae3
