mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_DXA_010_001
pvalue,0.8713095
parameter_name,Bone Area
gene_accession_id,MGI:2653612
gene_symbol,Amigo1
analysis_id,9ac5ssue212fphi
