parameter_name,Body Weight
gene_accession_id,MGI:2135738
analysis_id,ui16jxdpkm7190y
mouse_life_stage,Early adult
pvalue,0.7492446
parameter_id,M-G-P_012_001_005
mouse_strain,C57BL
gene_symbol,Abo
