parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Early adult
analysis_id,5ot71690p6bw130
gene_symbol,Slx4ip
gene_accession_id,MGI:1921493
mouse_strain,C57BL
pvalue,0.9123138
parameter_name,Hindpaw - size
