mouse_life_stage,Early adult
pvalue,0.5689079
gene_symbol,Cds2
gene_accession_id,MGI:1332236
analysis_id,5jeg8377bpvin4r
mouse_strain,C57BL
parameter_id,MGP_MLN_058_001
parameter_name,Plasmacytoid DC - % of DC
