parameter_name,Body length
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_DXA_006_001
pvalue,0.4824144
gene_accession_id,MGI:1916222
analysis_id,764k2l13i2r0l36
gene_symbol,Tatdn3
